employer_names,lon,lat
CALIFORNIA EMERGENCY PHYSICIANS MEDICAL GROUP LLC,-119.0167679,36.06523
CALIFORNIA INSTITUTE OF TECHNOLOGY/JET PROPULSION LABORATORY,-118.1445155,34.1477849
"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",-118.530123,34.2381251
"CALIFORNIA STATE UNIVERSITY, STANISLAUS",-120.8465941,37.4946568
CALIFORNIA VETERINARY SPECIALISTS INC.,-117.2139232,33.5539143
"CALKO TRANSPORT COMPANY, INC.",-118.281693,33.8316745
CALL INC,-74.0615285,40.3295547
CAMERON UNIVERSITY,-98.3959291,34.6035669
CAMP SYSTEMS INTERNATIONAL INC.,-73.1241488,40.8064187
"CANBERRA INDUSTRIES, INC.",-72.8070435,41.5381535
CANYONS SCHOOL DISTRICT,-111.8389726,40.5649781
CAPGEMINI AMERICA INC,-75.3443561,39.8601125
CAPGEMINI AMERICA INC,-88.1834277,43.4252776
CAPGEMINI AMERICA INC,-70.8328322,43.0361995
CAPGEMINI AMERICA INC,-87.9259058,42.2333571
CAPGEMINI AMERICA INC,-81.5386842,28.3936186
CAPGEMINI AMERICA INC,-118.3505779,34.1397694
CAPGEMINI AMERICA INC,-74.7702576,40.6155663
CAPGEMINI AMERICA INC,-94.198558,39.0150069
CAPGEMINI AMERICA INC,-84.417997,39.2561691
CAPGEMINI AMERICA INC,-93.0427153,44.8480218
CAPGEMINI AMERICA INC,-84.9510542,34.502587
CAPGEMINI AMERICA INC,-121.0610606,39.2190608
CAPGEMINI AMERICA INC,-121.2880059,38.7521235
CAPGEMINI AMERICA INC,-97.4094438,30.5707551
CAPGEMINI AMERICA INC,-119.7674034,39.1637984
CAPGEMINI AMERICA INC,-78.880315,43.0203347
CAPGEMINI AMERICA INC,-111.2833449,47.4941836
CAPGEMINI AMERICA INC,-90.422618,38.6608855
CAPGEMINI AMERICA INC,-83.8285375,39.4453393
CAPGEMINI AMERICA INC,-92.7929842,45.0313559
CAPGEMINI AMERICA INC,-75.7085248,41.4886892
CAPGEMINI AMERICA INC,-94.729097,31.3382406
CAPGEMINI AMERICA INC,-76.4538491,42.9908152
CAPGEMINI AMERICA INC,-95.4318847,29.16941
CAPGEMINI AMERICA INC,-74.0406956,41.0375968
CAPGEMINI AMERICA INC,-77.5149969,43.0906186
CAPGEMINI AMERICA INC.,-81.9179173,41.4553232
CAPGEMINI FINANCIAL SERVICES USA INC,-80.0549768,40.6266318
"CAPITAL NEPHROLOGY, PC",-76.915807,38.928167
"CAPITOL CARDIOLOGY ASSOCIATES, P.A.",-76.8983059,38.7651145
"CAPITOL DEVELOPMENT DESIGN, INC.",-76.9074739,39.0348317
"CAPRICORN SYSTEMS, INC.",-84.2171424,33.8545479
"CARDIAC AND VASCULAR CONSULTANTS, MD, PA",-82.0037608,28.927019
CARDINAL PEAK LLC,-105.0897058,39.9935959
CARDINAL SOLUTIONS GROUP - NORTH CAROLINA LLC,-80.8431267,35.2270869
"CAREMARK, LLC",-81.5102655,41.4323067
CARLOHA INC.,-73.5876273,40.7556561
"CARLTON E. MILLER, M.D., P.C.",-77.4102607,37.244039
CARNEGIE INSTITUTION OF WASHINGTON,-87.9818952,41.7136919
CARNEGIE MELLON UNIVERSITY,-79.9958864,40.4406248
"CAROLINA HEART SPECIALISTS, LLC",-80.7709014,34.7204257
"CAROLINAS PHYSICIANS NETWORK, INC",-79.4628248,34.7740494
CARRINGTON MORTGAGE HOLDINGS LLC,-117.7256083,33.5676842
CCE SOFTWARE INC.,-78.429927,42.083639
CCS TECHNOLOGY GROUP LLC,-88.03424,42.1103041
CDM SMITH INC.,-72.9278835,41.308274
"CEDAR PLAZA VET CLINIC, INC.",-122.3087405,47.7881528
"CELTIC SHEET METAL, INC.",-73.9454159,41.150651
"CENTAURUS TECHNOLOGY PARTNERS, LLC",-83.7816075,42.1667072
CENTER FOR PEDIATRIC THERAPIES,-79.3950228,36.5859718
"CENTRA MEDICAL GROUP, LLC",-78.3919401,37.3020965
CENTRAL CHRISTIAN CHURCH,-114.9817213,36.0395247
CENTRAL CONSOLIDATED SCHOOL DISTRICT #22,-108.6870322,36.7855543
CENTRAL MICHIGAN UNIVERSITY,-84.7675139,43.5978075
CENTRAL MONTESSORI SCHOOLS,-117.2919818,33.0369867
"CENTRAL VALLEY VET, INC.",-121.2160526,37.7974273
"CENTRIC CONSULTING, LLC",-84.1916069,39.7589478
"CENTRIC HEALTHCARE SERVICES, LLC",-119.0187125,35.3732921
"CENTRICSIT, LLC",-84.2135309,33.9412127
"CENTURY REHABILITATION OF TEXAS, LLC",-100.4370375,31.4637723
"CEREBRAL TECHNOLOGIES, INC.",-87.9737943,41.7483483
CERNER CORPORATION,-94.5729781,39.1429081
"CERNER HEALTH SERVICES, INC",-75.5560376,40.0323293
CERTERRA INC.,-73.456788,40.8714873
CESSNA AIRCRAFT COMPANY,-97.330053,37.6871761
"CG AUTOMOTION SOLUTIONS USA INC., A DIVISION OF CG POWER USA, INC",-74.3222146,40.7016937
CGI TECHNOLOGIES AND SOLUTIONS INC.,-77.3063733,38.8462236
"CGN & ASSOCIATES, INC.",-96.536658,33.7556593
CHALLENGER SPORTS CORP.,-89.2137254,43.1836046
CHAMBER IT INC,-84.9702228,34.7698021
CHAMKAUR SINGH BRAR,-115.5630514,32.792
"CHAMPION HOME BUILDERS, INC.",-81.2081203,28.669997
"CHAMPS SOFTWARE, INC.",-82.5926012,28.902479
CHANGE HEALTHCARE CORPORATION,-90.4115057,38.7669954
"CHANNEL FUSION, INC.",-91.6815252,42.0491958
CHARLOTTE COUNTY BOARD OF COUNTY COMMISSIONERS,-82.0906448,26.9761707
"CHARTER GLOBAL, INC.",-81.2362107,33.9815369
CHASING THE FLAME LLC,-118.3812562,34.187044
CHECK INTO CASH,-84.8766115,35.1595182
CHECKFREE SERVICES CORPORATION,-118.6439809,34.1973122
"CHECKPOINT SYSTEMS, INC.",-75.1969346,39.8422093
"CHEMTEX ENVIRONMENTAL LABORATORY, INC.",-93.939947,29.8849504
"CHEN INSTRUMENT DESIGN, INC.",-122.3995363,45.5870631
CHENG'S SUPER BUFFET,-93.7501789,32.5251516
"CHESTNUT RIDGE COUNSELING SERVICES, INC.",-79.7164326,39.900076
CHILTERN,-87.9020186,42.3702996
CHILTERN INTERNATIONAL INC.,-118.542586,34.3916641
"CHILTERN INTERNATIONAL, INC.",-72.6506488,41.5623209
"CHILTERN INTERNATIONAL, INC.",-78.8502856,35.732652
"CHILTERN INTERNATIONAL, INC.",-74.348582,40.2859203
"CHINESE GOURMET GROUP, INC.",-118.3870173,33.7444613
"CHITTER CHATTER, P.C.",-83.0302033,42.5803122
"CHOWEL WELDPARTS, INC.",-86.2638492,31.7165455
CHURCH MUTUAL INSURANCE COMPANY,-89.683459,45.1805223
"CIBER, INC.",-79.7647705,40.5697892
CIENA CORPORATION,-117.2393748,47.6732281
CIGNA HEALTH AND LIFE INSURANCE COMPANY,-122.0355736,47.6162683
CIGNA HLIC,-82.4614831,28.1511243
"CINCINNATI ASIA MARKET, INC",-84.5120196,39.1031182
CIRRUS HOLDINGS USA LLC,-98.0697249,27.7522487
"CISBIO US, INC.",-74.1284764,40.8567662
"CISCO SYSTEMS, INC.",-111.7207608,40.3432857
"CISCO SYSTEMS, INC.",-81.6381785,41.2397772
"CITIMEDICAL - I, PLLC",-73.8624893,40.7255722
"CITIZENS FINANCIAL GROUP, INC.",-73.1951767,41.1865478
"CITIZENS FINANCIAL GROUP, INC.",-71.1676536,42.2436085
"CITIZENS FINANCIAL GROUP, INC.",-71.3700545,41.8137116
CITY OF SAN ANTONIO ACTING BY AND THROUGH CITY PUBLIC SERVICE BOARD,-98.4936282,29.4241219
CJ BIO AMERICA INC,-94.1680158,42.4974694
CLARKSON UNIVERSITY,-74.9813084,44.6697805
CLEAR CREEK INDEPENDENT SCHOOL DISTRICT,-95.0949303,29.5074538
CLEMSON UNIVERSITY,-82.8373654,34.6834382
CNH INDUSTRIAL AMERICA LLC,-76.085227,40.1017643
COASTAL TRAINING TECHNOLOGIES CORP.,-75.977985,36.8529263
"CODE GENESYS, LLC.",-70.2408811,43.6414716
COGENT INFOTECH CORPORATION,-79.843105,40.5064571
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,-118.2643567,33.7857948
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,-94.3821724,38.9108408
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,-74.8770282,40.309579
"COHUHD COSTAR, LLC",-117.0358646,32.9628232
COLBY COLLEGE,-69.6317121,44.5520105
"COLDKEEPERS, LLC",-83.9787808,30.8365815
"COLEMAN PROFESSIONAL SERVICES, INC.",-84.1052256,40.742551
COLFAX CORPORATION,-76.7769324,39.1202934
COLGATE UNIVERSITY,-75.5446238,42.8270136
COLLABORATE SOLUTIONS INC,-71.7128471,42.2959267
COLLABORATIVE LEARNING PROJECT,-71.3031132,42.3667625
COLLEGE HILL WOMEN'S HEALTH CENTER,-109.2029043,41.5874644
COLLETON COUNTY SCHOOLS,-80.6667688,32.9051704
COLLIER RESEARCH CORPORATION,-76.4730122,37.0870821
"COLOR CONDUCTIVE, INC.",-118.0853451,33.9472359
COLORADO RIVER UNION HIGH SCHOOL DISTRICT #2,-114.5285981,35.1359386
COLORADO STATE UNIVERSITY,-105.084423,40.5852602
COLUMBIA UNIVERSITY,-73.9132927,41.0113078
COLUMBUS INTERNATIONAL CORPORATION,-83.067965,40.2986724
"COMFORT HOME HEALTH AGENCY, INC.",-82.7637127,28.0780718
"COMMERCE BANCSHARES, INC.",-90.3237263,38.6425518
COMMUNICATIONS VENTURE CORPORATION,-85.7694226,39.785043
COMMUNITY FOUNDATION OF N.W. INDIANA,-87.5125412,41.5644798
"COMMVAULT AMERICAS, INC.",-74.0151382,40.3181663
COMPANDSAVE.COM INC.,-122.0402399,37.5296593
COMPANION ANIMAL E&S AND SJ KIM,-118.3150722,33.7922392
COMPELLOTECH LLC,-81.4065011,41.6397696
"COMPREHAB, INC.",-86.6177517,31.8295972
"COMPUNNEL SOFTWARE GROUP, INC.",-74.0776417,40.7281575
"COMPUTER AID, INC.",-90.4634532,38.6122751
"COMPUTER HELL, LLC",-118.5506158,34.1494848
COMPUTER SCIENCES CORPORATION,-73.742898,42.6425794
COMPUTER SCIENCES CORPORATION,-80.973977,34.2143159
COMPUTER SCIENCES CORPORATION,-92.4668511,42.7272032
COMPUTER SOLUTIONS AND TECHNOLOGIES LLC,-117.7075526,33.5225261
"COMPUTER TASK GROUP, INC.",-77.0941366,42.1620186
"COMPUTER TASK GROUP, INC.",-77.0546903,42.1428521
"COMPUTER TASK GROUP, INC.",-86.9833417,34.6059253
"COMPUTERIZED ASSESSMENTS & LEARNING, LLC",-85.0766113,33.5801103
"COMRISE TECHNOLOGY, INC.",-74.1650991,40.4289526
COMTEK GLOBAL INC,-94.7151865,39.0228485
COMTRIX SOLUTIONS INC.,-83.2696509,42.240872
"COMTRIX SOLUTIONS, INC.",-75.1901761,40.6937099
CONDUCTIVE LEARNING CENTER OF GREATER CINCINNATI,-84.5085536,39.0836712
CONFIDENCE CONNECTION,-71.2377548,42.2809285
"CONILL ADVERTISING, INC.",-118.4164652,33.9191799
"CONNECTICUT BEHAVIORAL HEALTH, LLC",-72.9106202,41.5083668
"CONNECTICUT VETERINARY CENTER, INC.",-72.7420151,41.7620842
"CONQUIP,INC.",-121.302728,38.5890723
"CONSENSUS PLANNING, INC.",-106.6055534,35.0853336
CONSERVATION INTERNATIONAL,-77.1067698,38.8799697
CONSULTADD INC,-86.7133302,36.3231066
"CONSULTING PROFESSIONALS, LLC",-95.6160549,30.0971621
"CONSUMER TESTING LABORATORIES, INC.",-94.1185366,36.3320196
CONSUMERS ENERGY COMPANY,-86.4525831,43.9552825
"CONTENTORO, INC.",-83.7430378,42.2808256
"CONTROL-TEC, LLC",-83.2110375,42.2575385
COOLSOFT LLC,-93.4555093,45.0105194
"COOLSOFT, LLC",-85.5016423,36.162839
COOPER TIRE AND RUBBER CO.,-83.6499321,41.04422
CORAL SPRINGS ANIMAL HOSPITAL,-80.2706044,26.271192
CORIELL INSTITUTE FOR MEDICAL RESEARCH,-75.1196199,39.9259463
CORIXA CORPORATION,-76.5521882,40.0570411
CORNELL UNIVERSITY,-76.5018807,42.4439614
CORNELL UNIVERSITY,-76.985557,42.8679836
"CORNERSTONE INVESTMENT AGENCY II, LLC",-84.2988126,33.8920468
CORNING OPTICAL COMMUNICATIONS LLC,-81.3444573,35.7344538
"CORONA ANIMAL MEDICAL CENTER, INC.",-117.5664384,33.8752935
CORPORATE PROMOTIONAL PRODUCTS INC,-81.4184471,41.5983823
COUNTY OF VENTURA,-119.2290316,34.274646
"COVAL SYSTEMS, INC.",-73.7959666,41.1073183
"COVANT SOLUTIONS, INC.",-77.4874959,43.1086741
COVIDIEN LP,-71.2190578,42.0334565
"CRABEL CAPITAL MANAGEMENT, LLC",-118.4133894,34.0536608
CRAZY HORSE EAST INC,-74.0868095,41.7475933
"CREDIT CARD SERVICES, INC",-73.8095574,40.7920449
CREDO HIGH SCHOOL,-122.7010984,38.3396367
CRESCENT PET LODGE & VETERINARY HOSPITAL PC,-75.0637746,42.4528571
CRESCENT SCHOOL,-73.6187397,40.7062128
"CRESSI-SUB USA, INC.",-80.3582261,27.2730492
"CRESWELL TRADING CO., INC.",-75.5138118,40.0362184
"CRS RETAIL SYSTEMS, INC.",-74.0104178,41.5034271
CRYSTAL DENTAL LAB INC.,-77.4288769,38.8403909
"CSC CONSULTING, INC.",-86.7816016,36.1626638
CSC COVANSYS CORPORATION,-88.9936873,40.4842027
CSC COVANSYS CORPORATION,-81.0739827,33.9657091
"CSM SOFTWARE USA, LLC",-84.2039543,42.2548238
CSTS TECHNOLOGIES INC,-80.9336753,26.7542312
CUMMINS EMISSION SOLUTIONS INC.,-90.1798473,42.859997
CUMMINS INC.,-72.6655757,41.6572525
CUMMINS INC.,-80.1098123,32.9857275
CUMMINS INC.,-93.2632821,45.0860765
CUPERTINO UNION SCHOOL DISTRICT,-122.0230146,37.2638324
"CURRICULUM ASSOCIATES, LLC",-71.2848663,42.5831997
"CURSE, INC.",-86.5861037,34.7303688
"CUSTOM AMERICA, INC.",-75.4415843,39.8301125
"CVS RX SERVICES, INC.",-82.2173786,41.2939386
"CVS RX SERVICES, INC.",-120.4357191,34.9530337
"CYBER KORP, INC.",-88.0809036,41.9575285
"CYBERALERT, LLC",-73.1331651,41.1845415
CYBERTHINK INC,-74.0215285,40.8570442
CYBERTHINK INC,-74.8459972,40.245664
DAEHAN SOLUTION GEORGIA LLC,-85.1832746,32.8779056
"DANFOSS POWER ELECTRONICS, A DIVISION OF DANFOSS LLC",-89.0581621,42.3200189
"DANONE FOODS, INC.",-73.7629097,41.0339862
"DANTA TECHNOLOGIES, INC.",-117.1661449,33.1433723
"DART CONTAINER OF MICHIGAN, LLC",-84.4435845,42.5792027
DARTMOUTH COLLEGE,-72.2895526,43.7022451
DARTMOUTH-HITCHCOCK CLINIC,-72.2517569,43.6422934
DASSAULT SYSTEMES AMERICAS CORPORATION,-71.2356113,42.3764852
DASSAULT SYSTEMES BIOVIA CORP.,-75.5982599,39.7790012
"DATA CENTRUM COMMUNICATIONS, INC.",-74.0229173,41.0467635
DATA MIGRATION RESOURCES INC,-94.6557914,39.0277832
DATA SOLUTIONS INC.,-75.3151772,40.0230237
DATA SOLUTIONS INC.,-87.5000412,41.5833688
"DATACALIPER, LLC",-78.7811169,35.79154
DATAMETRICS SOFTWARE SYSTEMS INC,-74.4115401,40.5792701
"DATASOFT TECHNOLOGIES, INC.",-82.2270568,34.9387279
DATAXSTREAM LLC,-76.7074571,37.2707022
"DAVID AND LILY PENN, INC.",-93.4687489,44.9211836
DAVITA INC.,-87.9653565,42.2393323
"DAZ SYSTEMS, INC.",-77.4419378,43.0986742
DB SERVICING CORPORATION,-87.897014,42.1675254
"DCKAP, INC",-71.6638132,41.6285498
"DE NOVO IMPORTS, INC.",-74.0565298,40.7895453
"DEALERSOCKET, INC.",-88.5426136,44.0247062
DECIPHER SOFTWARE SOLUTIONS,-82.8001026,27.9658533
DECKERS OUTDOOR CORPORATION,-111.651302,35.1982836
"DECOFRUT, INC",-75.0494329,39.7933809
DEER PARK INDEPENDENT SCHOOL DISTRICT,-95.1238204,29.7052284
DEERE AND COMPANY,-92.3425775,42.492786
"DEHART CONSULTING, LLC",-119.0376023,34.2163937
DELL MARKETING L.P.,-77.3733139,37.6087561
DELL MARKETING L.P.,-90.3759499,38.6653297
DELL USA L.P.,-97.678896,30.5082551
DELOITTE CONSULTING LLP,-74.6804,40.669264
DELOITTE CONSULTING LLP,-76.9199742,40.2398118
DELOITTE CONSULTING LLP,-82.7192671,28.2441768
DELOITTE CONSULTING LLP,-121.2722194,38.1341477
DELOITTE CONSULTING LLP,-74.4015405,40.6984348
DELOITTE CONSULTING LLP,-84.6488707,42.6455915
DELOITTE CONSULTING LLP,-81.5087322,41.4644979
DELOITTE CONSULTING LLP,-77.9638869,39.4562099
DELOITTE CONSULTING LLP,-84.9877094,32.4609764
DELOITTE CONSULTING LLP,-87.8664579,42.1933581
DELOITTE CONSULTING LLP,-79.3794811,40.3211808
DELOITTE CONSULTING LLP,-99.4803241,27.5305671
DELOITTE CONSULTING LLP,-89.4592609,40.6128161
DELOITTE CONSULTING LLP,-73.6995749,40.7978787
DELOITTE CONSULTING LLP,-96.031127,41.1838878
DELOITTE CONSULTING LLP,-86.4895463,42.0938577
DELOITTE CONSULTING LLP,-82.5618186,36.548434
DELOITTE CONSULTING LLP,-77.3324425,37.5059332
DELOITTE CONSULTING LLP,-74.0218063,41.0589855
DELOITTE CONSULTING LLP,-117.1483648,33.4936391
DELOITTE CONSULTING LLP,-86.6197777,36.1988486
DELOITTE CONSULTING LLP,-74.1948674,40.8898212
DELOITTE CONSULTING LLP,-95.6937856,29.9716905
DELOITTE CONSULTING LLP,-71.4378411,42.5792583
DELOITTE CONSULTING LLP,-73.8326232,42.6220235
DELOITTE CONSULTING LLP,-102.0779146,31.9973456
DELOITTE CONSULTING LLP,-112.0245054,46.5883707
DELOITTE CONSULTING LLP,-74.6985891,40.5868114
DELOITTE CONSULTING LLP,-88.0603806,44.4488805
DELOITTE CONSULTING LLP,-73.7245639,42.6920233
DELOITTE CONSULTING LLP,-87.657584,44.0886059
DELOITTE CONSULTING LLP,-81.4548436,39.415352
DELOITTE CONSULTING LLP,-84.037723,42.1503177
DELOITTE CONSULTING LLP,-75.5103484,39.9016273
DELOITTE CONSULTING LLP,-81.8552196,41.143245
DELOITTE CONSULTING LLP,-96.0877349,30.3879845
DELOITTE CONSULTING LLP,-99.7331439,32.4487364
DELOITTE CONSULTING LLP,-98.4933873,33.9137085
DEMATIC CORPORATION,-88.1084224,42.9764027
DENISON UNIVERSITY,-82.5196037,40.0681192
DENTAL IMAGING TECHNOLOGIES CORPORATION,-75.2993417,40.2798274
DENTSU MCGARRY BOWEN LLC,-87.6297982,41.8781136
"DEREK B. GRANT, D.V.M.",-94.6554874,31.6035129
DESALES CATHOLIC SCHOOL,-78.6903098,43.1706128
"DESERT VALLEY HOSPITAL, INC.",-117.2927641,34.5362184
"DEVICE INSIDE, INC.",-96.7969879,32.7766642
DFOCUS AMERICA INC,-73.997639,40.8481556
DHANDHO HOLDINGS CORP.,-66.1057355,18.4655394
"DHV, LLC",-83.2784851,30.8327022
DIASPARK INC,-95.7507815,30.2093794
"DIGIMAX CONTROL, INC.",-74.1502007,40.5795317
"DIGITAL TECHNOLOGY MARKETING & INFORMATION, INC.",-118.1058333,34.0961111
DILIGENT GROUP LLC,-73.6917851,42.7284117
DIMOCK COMMUNITY HEALTH CENTER,-71.0913748,42.3151978
DISCOVERY ANALYTICS INC,-76.2874927,36.7682088
DIVINE CARE ANIMAL CLINIC INC,-118.0120086,33.9172357
DLP CONEMAUGH PHYSICIAN PRACTICES,-78.9219698,40.3267407
"DLP MARIA PARHAM PHYSICIAN PRACTICES, LLC",-78.3991638,36.3295905
"DM HEALTHY, INC.",-73.9065883,40.7294018
DMI BIG DATA INSIGHTS LLC,-83.6538244,41.5628294
DOGWOOD MANAGEMENT PARTNERS LLC,-97.1466695,31.549333
"DOLLAR SHAVE CLUB, INC.",-118.4517449,33.9802893
"DOMINION HEALTH MEDICAL ASSOCIATES, LTD.",-78.9013987,36.6987493
DONATO TECHNOLOGIES INC.,-97.1705678,32.8234621
"DOSSIER SYSTEMS, INC.",-75.3835525,40.1012856
DOT PRINTER INC,-117.8678338,33.7455731
"DOTCOM TEAM, LLC",-71.0040013,42.2079017
"DOTS TECHNOLOGIES, INC",-88.0834059,42.0333607
"DREAMNET, INC.",-73.7801447,40.7335179
DREXEL UNIVERSITY,-75.1652215,39.9525839
DRISCOLL CHILDREN'S HOSPITAL,-97.396381,27.8005828
"DUCOMMUN AEROSTRUCTURES, INC.",-118.0019482,34.1442616
"DUN & BRADSTREET, INC",-74.3232194,40.7483499
"DUN & BRADSTREET, INC.",-118.7797571,34.0259216
DWL INTERNATIONAL TRADING COMPANY,-74.0831971,40.8823215
DYMIC DIGITAL INC.,-118.6089752,34.165357
"E BENEFIT SOLUTION, INC",-73.7654367,40.7585569
"E LA CARTE, INC.",-122.2363548,37.4852152
E-IT PROFESSIONALS CORP.,-83.3677168,42.4989936
E-TIME SYSTEM INC,-75.1157286,40.1439985
E-TRAIN ERP INC,-77.4752667,38.7509488
E. I. DU PONT DE NEMOURS AND COMPANY,-93.7130493,41.6709834
"EAG, INC.",-82.4944226,29.7938144
"EARTH RESOURCES TECHNOLOGY, INC.",-87.5691735,33.2098407
EAST CAROLINA UNIVERSITY,-77.3663538,35.612661
"EAST COAST ASSISTANCE DOGS, INC.",-73.872635,41.0145418
EAST HAMPTON UNION FREE SCHOOL DISTRICT,-72.1848009,40.9634335
EAST ORANGE BOARD OF EDUCATION,-74.2048677,40.767323
EASTERN KENTUCKY UNIVERSITY,-84.2946539,37.7478572
EASTERN MAINE MEDICAL CENTER,-68.7778138,44.8011821
EASTERN WASHINGTON UNIVERSITY,-117.5757622,47.4873895
EASTERNCCTV USA LLC,-73.8389657,40.786395
"EBAY ENTERPRISE, INC.",-80.2683571,26.6617635
"EBS HEALTHCARE, INC.",-123.1987163,45.2101162
"EBS HEALTHCARE, INC.",-74.2107006,40.6639916
"EBS HEALTHCARE, INC.",-82.5748194,27.4989278
"EBS HEALTHCARE, INC.",-76.7496909,38.8159473
"EBS HEALTHCARE, INC.",-74.2654234,40.5067723
"EBS HEALTHCARE, INC.",-117.086421,33.1192068
"EBS HEALTHCARE, INC.",-121.8846806,38.0279762
EBSCO PUBLISHING,-70.8411558,42.6791832
ECHOSTAR BROADCASTING CORPORATION,-104.8202462,41.1399814
"ECLAT INTEGRATED SOFTWARE SOLUTIONS, INC.",-117.6119925,33.4269728
"ECLINICALWORKS, LLC",-71.6161294,42.2695216
ECONTENTI INC.,-105.937799,35.6869752
ECONTENTI INC.,-77.0772052,38.9949153
EDATAWORLD LLC,-87.3328139,41.4828144
EDATAWORLD SOLUTIONS,-96.8236116,33.1506744
EDGE IT CORP,-81.7512107,41.4301349
EGEN SOLUTIONS INC.,-95.7974526,36.060949
EGROVE SYSTEMS CORPORATION,-74.3272286,40.4623454
EGROVE SYSTEMS CORPORATION,-71.5147839,42.0028761
"ELECTRICAL GEODESICS, INC.",-123.0867536,44.0520691
"ELEVATE CREDIT SERVICE, LLC",-117.2711481,32.991155
"ELIASSEN GROUP, LLC",-72.0995209,41.3556539
"ELIX INC.,",-83.1497751,42.6064095
"ELIX INC.,",-83.4754913,42.48059
"ELLIE MAE, INC.",-74.383763,40.9148209
ELLIOTT COMPANY,-79.6153198,40.3281246
ELMHURST COLLEGE,-87.9403418,41.8994744
EMC CORPORATION,-71.396725,42.0834313
"EMD SERONO RESEARCH AND DEVELOPMENT INSTITUTE, INC.",-70.9161551,42.1306563
"EMERALD EQUIPMENT SYSTEMS, INC.",-76.2177046,43.106456
"EMERGENCY ANIMAL CLINIC, PLC",-112.2373779,33.5805955
"EMERGENCY ANIMAL CLINIC, PLC",-111.789027,33.3528264
"EMERGENCY PHYSICIANS MEDICAL GROUP, P.C.",-84.6597274,43.3789199
"EMISSION TECHNOLOGIES, INC",144.7755192,13.4924875
EMORY UNIVERSITY,-84.2963123,33.7748275
"EMPIRE STATE INPATIENT MEDICAL, PLLC",-75.4557303,43.2128473
EMRITSOLUTIONS LLC,-71.467566,42.7653662
"ENABLE, INC",-71.1447732,42.1584324
"ENDOTRONIX, INC.",-88.0503406,41.7469749
ENERIC PETROLEUM CORPORATION,-91.9636914,41.0076114
"ENGAGEPOINT, INC.",-92.1735164,38.5767017
"ENGAGEPOINT, INC.",-76.9358082,39.0576091
"ENGINEERING CONSULTATIONS GROUP, INC.",-81.609844,41.127833
"ENGINEERING TECHNOLOGY ASSOCIATES, INC.",-120.8504738,37.4040942
ENQUERO INC,-78.5770812,42.982216
"ENTERPRISE HOLDINGS, INC.",-90.4974359,38.7881062
"ENTHSQUARE, INC.",-74.0806971,40.8581553
ENVIRONMENT FOR THE AMERICAS,-105.2705456,40.0149856
"EOS OF NORTH AMERICA, INC.",-97.6200043,30.4393696
EPIC SYSTEMS CORPORATION,-89.5331773,42.990831
"ERP ANALYSTS, INC.",-89.5042876,43.0972174
"ERP ANALYSTS, INC.",-80.0819879,35.8826369
"ERP ANALYSTS, INC.",-90.4784621,42.73416
ESPANOLA PUBLIC SCHOOLS,-106.0818233,35.9910383
"ESPN TECHNOLOGY SERVICES, INC.",-72.9492703,41.6717648
ETHOS HEALTH COMMUNICATIONS,-74.9322596,40.2283371
"ETQ MANAGEMENT CONSULTANTS, INC.",-73.4454009,40.7325997
"EUROFINS MWG OPERON, LLC",-85.7584557,38.2526647
"EVANSVILLE VETERINARY SERVICES, PLLC",-87.5710898,37.9715592
"EVEREST CONSULTANTS, INC.",-90.2417434,29.9940924
EVERGREEN LEARNING INC,145.7297891,15.1515153
"EVOLVESCAPE, INC.",-72.827915,41.8540094
EWATT,-117.8103367,34.0286226
EWATT,-117.6483876,34.09751
"EXCELLENT CARE PARTNERS, LLC",-82.6392899,30.1896756
"EXECUTIVE FLIGHT SUPPORT, INC.",-116.9625269,32.7947731
EXPEDITE TECHNOLOGY SOLUTIONS LLC,-84.198579,34.0289259
"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",-122.3999715,37.6807661
EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-74.881278,40.6409347
EYC USA INC.,-77.0085876,40.2142565
"EYE CARE, P.A.",-94.4155068,39.0911161
"EYE PRODUCTIONS INC, A WHOLLY OWNED SUBSIDIARY OF CBS CORPORATION",-118.3870991,34.1395597
EYECARE PRIME LLC,-121.1760583,38.6779591
"EZ TEK SOLUTIONS, INC.",-80.206436,26.2445263
"F & P AMERICA MFG., INC.",-84.2032767,40.0394982
"F.I.T. AVIATION, LLC",-80.6081089,28.0836269
FACTORY MUTUAL INSURANCE COMPANY,-71.512617,41.8205199
"FACTSET RESEARCH SYSTEMS, INC.",-80.6495194,41.0997803
FARGO SOLUTIONS INC.,-96.8999057,46.8769487
FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,-112.4455344,42.8713032
"FARMER'S BUSINESS NETWORK, INC.",-122.2605222,37.5071591
FASTENAL COMPANY PURCHASING,-91.6663523,44.0553908
FB INTERNATIONAL INC.,-74.2643143,41.0131529
FEDEX FREIGHT INC.,-93.1076765,36.2297936
"FENIX AVIATION, LLC",-80.1628248,25.693713
FENWICK & WEST LLP,-75.5149128,40.1303822
"FERMI RESEARCH ALLIANCE, LLC",-88.3125738,41.8500284
